类型,日期,时间,来源,分类,事件,用户,计算机
审核成功,2018-7-1,6:28:22,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,6:09:31,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,5:48:38,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,5:48:38,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,5:10:23,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,5:10:23,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-7-1,5:10:23,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,4:44:36,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,4:24:59,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,4:24:59,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,4:22:31,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,4:22:31,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-7-1,4:22:31,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,3:57:51,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,3:53:36,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,3:53:36,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,3:46:05,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,3:46:05,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,3:44:22,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,3:44:22,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,3:36:47,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,3:36:47,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-7-1,3:36:47,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,3:34:50,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,3:32:45,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,3:32:45,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,2:55:43,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,2:55:43,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-7-1,2:55:43,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,2:46:23,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,2:22:59,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,2:22:59,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,2:06:16,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,2:06:16,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-7-1,2:06:16,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,1:59:22,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:59:22,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:53:11,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:53:11,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:49:37,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:49:37,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:48:38,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:48:38,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:42:15,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,1:21:10,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,1:21:10,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-7-1,1:21:10,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,1:19:54,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,1:18:50,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,1:18:50,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,0:58:50,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,0:58:50,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-7-1,0:58:50,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,0:56:57,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,0:55:15,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,0:55:15,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,0:45:15,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,0:45:15,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,0:24:52,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,0:24:52,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-7-1,0:24:52,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-7-1,0:20:05,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,0:20:05,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-7-1,0:19:12,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,23:58:07,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,23:58:07,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-6-30,23:58:07,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,23:56:39,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,23:29:34,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,23:29:34,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-6-30,23:29:34,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,23:09:42,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,23:09:42,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,22:39:19,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,22:31:27,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,22:31:27,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,22:19:01,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,22:19:01,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,21:38:06,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,21:38:06,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,21:17:07,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,21:17:07,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-6-30,21:17:07,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,21:17:02,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,21:05:31,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,21:05:31,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:47:20,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:47:20,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:24:21,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:24:21,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:13:24,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:13:24,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:08:21,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:08:21,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,20:03:51,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,20:03:51,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-6-30,20:03:51,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,19:18:46,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,19:18:46,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,19:08:49,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,18:57:08,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,18:57:08,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,18:47:44,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,18:47:44,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-6-30,18:47:44,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,18:42:26,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,18:25:33,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,18:25:33,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-6-30,18:21:21,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,18:21:21,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-6-30,18:21:21,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,18:17:44,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-6-30,18:04:48,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
